MTrk
0 Meta TrkName "charlene"
0 Tempo 550458
0 TimeSig 4/4 24 8
11880 Off ch=1 n=99 v=64
11880 Off ch=1 n=111 v=64
12000 On ch=1 n=24 v=100
12000 On ch=1 n=26 v=100
12000 On ch=1 n=31 v=100
12000 On ch=1 n=85 v=100
12000 On ch=1 n=86 v=100
12000 On ch=1 n=96 v=100
12000 On ch=1 n=97 v=100
12000 On ch=1 n=98 v=100
12120 Off ch=1 n=24 v=64
12120 Off ch=1 n=26 v=64
12120 Off ch=1 n=31 v=64
12120 Off ch=1 n=85 v=64
12120 Off ch=1 n=86 v=64
12120 Off ch=1 n=96 v=64
12120 Off ch=1 n=97 v=64
12120 Off ch=1 n=98 v=64
12240 On ch=1 n=49 v=100
12240 On ch=1 n=63 v=100
12240 On ch=1 n=75 v=100
12240 On ch=1 n=87 v=100
12240 On ch=1 n=99 v=100
12240 On ch=1 n=111 v=100
12360 Off ch=1 n=49 v=64
12360 Off ch=1 n=63 v=64
12360 Off ch=1 n=75 v=64
12360 Off ch=1 n=87 v=64
12360 Off ch=1 n=99 v=64
12360 Off ch=1 n=111 v=64
12480 On ch=1 n=24 v=100
12480 On ch=1 n=49 v=100
12480 On ch=1 n=63 v=100
12480 On ch=1 n=75 v=100
12480 On ch=1 n=87 v=100
12480 On ch=1 n=96 v=100
12480 On ch=1 n=99 v=100
12480 On ch=1 n=111 v=100
12600 Off ch=1 n=24 v=64
12600 Off ch=1 n=49 v=64
12600 Off ch=1 n=63 v=64
12600 Off ch=1 n=75 v=64
12600 Off ch=1 n=87 v=64
12600 Off ch=1 n=96 v=64
12600 Off ch=1 n=99 v=64
12600 Off ch=1 n=111 v=64
12720 On ch=1 n=30 v=100
12720 On ch=1 n=86 v=100
12720 On ch=1 n=98 v=100
12840 Off ch=1 n=30 v=64
12840 Off ch=1 n=86 v=64
12840 Off ch=1 n=98 v=64
12960 On ch=1 n=24 v=100
12960 On ch=1 n=26 v=100
12960 On ch=1 n=51 v=100
12960 On ch=1 n=64 v=100
12960 On ch=1 n=76 v=100
12960 On ch=1 n=88 v=100
12960 On ch=1 n=96 v=100
12960 On ch=1 n=97 v=100
12960 On ch=1 n=100 v=100
12960 On ch=1 n=112 v=100
13080 Off ch=1 n=24 v=64
13080 Off ch=1 n=26 v=64
13080 Off ch=1 n=51 v=64
13080 Off ch=1 n=64 v=64
13080 Off ch=1 n=76 v=64
13080 Off ch=1 n=88 v=64
13080 Off ch=1 n=96 v=64
13080 Off ch=1 n=97 v=64
13080 Off ch=1 n=100 v=64
13080 Off ch=1 n=112 v=64
13200 On ch=1 n=50 v=100
13200 On ch=1 n=64 v=100
13200 On ch=1 n=76 v=100
13200 On ch=1 n=88 v=100
13200 On ch=1 n=100 v=100
13200 On ch=1 n=112 v=100
13320 Off ch=1 n=50 v=64
13320 Off ch=1 n=64 v=64
13320 Off ch=1 n=76 v=64
13320 Off ch=1 n=88 v=64
13320 Off ch=1 n=100 v=64
13320 Off ch=1 n=112 v=64
13440 Off ch=1 n=105 v=64
13440 Off ch=1 n=120 v=64
13440 Off ch=1 n=121 v=64
13440 Off ch=1 n=122 v=64
13440 Off ch=1 n=123 v=64
13440 Off ch=1 n=124 v=64
13440 On ch=1 n=12 v=100
13440 On ch=1 n=24 v=100
13440 On ch=1 n=38 v=100
13440 On ch=1 n=63 v=100
13440 On ch=1 n=72 v=100
13440 On ch=1 n=75 v=100
13440 On ch=1 n=84 v=100
13440 On ch=1 n=87 v=100
13440 On ch=1 n=96 v=100
13440 On ch=1 n=99 v=100
13560 Off ch=1 n=12 v=64
13560 Off ch=1 n=24 v=64
13560 Off ch=1 n=38 v=64
13560 Off ch=1 n=63 v=64
13560 Off ch=1 n=72 v=64
13560 Off ch=1 n=75 v=64
13560 Off ch=1 n=84 v=64
13560 Off ch=1 n=87 v=64
13560 Off ch=1 n=96 v=64
13560 Off ch=1 n=99 v=64
13680 On ch=1 n=31 v=100
13680 On ch=1 n=86 v=100
13680 On ch=1 n=98 v=100
13800 Off ch=1 n=31 v=64
13800 Off ch=1 n=86 v=64
13800 Off ch=1 n=98 v=64
13920 On ch=1 n=24 v=100
13920 On ch=1 n=26 v=100
13920 On ch=1 n=31 v=100
13920 On ch=1 n=61 v=100
13920 On ch=1 n=73 v=100
13920 On ch=1 n=74 v=100
13920 On ch=1 n=85 v=100
13920 On ch=1 n=86 v=100
13920 On ch=1 n=96 v=100
13920 On ch=1 n=97 v=100
13920 On ch=1 n=98 v=100
14040 Off ch=1 n=24 v=64
14040 Off ch=1 n=26 v=64
14040 Off ch=1 n=31 v=64
14040 Off ch=1 n=61 v=64
14040 Off ch=1 n=73 v=64
14040 Off ch=1 n=74 v=64
14040 Off ch=1 n=85 v=64
14040 Off ch=1 n=86 v=64
14040 Off ch=1 n=96 v=64
14040 Off ch=1 n=97 v=64
14040 Off ch=1 n=98 v=64
14160 On ch=1 n=31 v=100
14160 On ch=1 n=74 v=100
14160 On ch=1 n=86 v=100
14160 On ch=1 n=98 v=100
14280 Off ch=1 n=31 v=64
14280 Off ch=1 n=74 v=64
14280 Off ch=1 n=86 v=64
14280 Off ch=1 n=98 v=64
14400 On ch=1 n=24 v=100
14400 On ch=1 n=31 v=100
14400 On ch=1 n=60 v=100
14400 On ch=1 n=74 v=100
14400 On ch=1 n=84 v=100
14400 On ch=1 n=86 v=100
14400 On ch=1 n=96 v=100
14400 On ch=1 n=98 v=100
14520 Off ch=1 n=24 v=64
14520 Off ch=1 n=31 v=64
14520 Off ch=1 n=60 v=64
14520 Off ch=1 n=74 v=64
14520 Off ch=1 n=84 v=64
14520 Off ch=1 n=86 v=64
14520 Off ch=1 n=96 v=64
14520 Off ch=1 n=98 v=64
14640 On ch=1 n=31 v=100
14640 On ch=1 n=74 v=100
14640 On ch=1 n=86 v=100
14640 On ch=1 n=98 v=100
14760 Off ch=1 n=31 v=64
14760 Off ch=1 n=74 v=64
14760 Off ch=1 n=86 v=64
14760 Off ch=1 n=98 v=64
14880 On ch=1 n=24 v=100
14880 On ch=1 n=26 v=100
14880 On ch=1 n=31 v=100
14880 On ch=1 n=61 v=100
14880 On ch=1 n=73 v=100
14880 On ch=1 n=74 v=100
14880 On ch=1 n=85 v=100
14880 On ch=1 n=86 v=100
14880 On ch=1 n=96 v=100
14880 On ch=1 n=97 v=100
14880 On ch=1 n=98 v=100
15000 Off ch=1 n=24 v=64
15000 Off ch=1 n=26 v=64
15000 Off ch=1 n=31 v=64
15000 Off ch=1 n=61 v=64
15000 Off ch=1 n=73 v=64
15000 Off ch=1 n=74 v=64
15000 Off ch=1 n=85 v=64
15000 Off ch=1 n=86 v=64
15000 Off ch=1 n=96 v=64
15000 Off ch=1 n=97 v=64
15000 Off ch=1 n=98 v=64
15120 On ch=1 n=31 v=100
15120 On ch=1 n=74 v=100
15120 On ch=1 n=86 v=100
15120 On ch=1 n=98 v=100
15240 Off ch=1 n=31 v=64
15240 Off ch=1 n=74 v=64
15240 Off ch=1 n=86 v=64
15240 Off ch=1 n=98 v=64
15360 On ch=1 n=24 v=100
15360 On ch=1 n=31 v=100
15360 On ch=1 n=60 v=100
15360 On ch=1 n=72 v=100
15360 On ch=1 n=74 v=100
15360 On ch=1 n=84 v=100
15360 On ch=1 n=86 v=100
15360 On ch=1 n=96 v=100
15360 On ch=1 n=98 v=100
15360 On ch=1 n=105 v=100
15480 Off ch=1 n=24 v=64
15480 Off ch=1 n=31 v=64
15480 Off ch=1 n=60 v=64
15480 Off ch=1 n=72 v=64
15480 Off ch=1 n=74 v=64
15480 Off ch=1 n=84 v=64
15480 Off ch=1 n=86 v=64
15480 Off ch=1 n=96 v=64
15480 Off ch=1 n=98 v=64
15600 On ch=1 n=31 v=100
15600 On ch=1 n=74 v=100
15600 On ch=1 n=86 v=100
15600 On ch=1 n=98 v=100
15720 Off ch=1 n=31 v=64
15720 Off ch=1 n=74 v=64
15720 Off ch=1 n=86 v=64
15720 Off ch=1 n=98 v=64
15840 On ch=1 n=24 v=100
15840 On ch=1 n=26 v=100
15840 On ch=1 n=31 v=100
15840 On ch=1 n=61 v=100
15840 On ch=1 n=73 v=100
15840 On ch=1 n=74 v=100
15840 On ch=1 n=85 v=100
15840 On ch=1 n=86 v=100
15840 On ch=1 n=96 v=100
15840 On ch=1 n=97 v=100
15840 On ch=1 n=98 v=100
15960 Off ch=1 n=24 v=64
15960 Off ch=1 n=26 v=64
15960 Off ch=1 n=31 v=64
15960 Off ch=1 n=61 v=64
15960 Off ch=1 n=73 v=64
15960 Off ch=1 n=74 v=64
15960 Off ch=1 n=85 v=64
15960 Off ch=1 n=86 v=64
15960 Off ch=1 n=96 v=64
15960 Off ch=1 n=97 v=64
15960 Off ch=1 n=98 v=64
16080 On ch=1 n=47 v=100
16080 On ch=1 n=63 v=100
16080 On ch=1 n=75 v=100
16080 On ch=1 n=87 v=100
16080 On ch=1 n=99 v=100
16080 On ch=1 n=111 v=100
16200 Off ch=1 n=47 v=64
16200 Off ch=1 n=63 v=64
16200 Off ch=1 n=75 v=64
16200 Off ch=1 n=87 v=64
16200 Off ch=1 n=99 v=64
16200 Off ch=1 n=111 v=64
16320 On ch=1 n=24 v=100
16320 On ch=1 n=47 v=100
16320 On ch=1 n=64 v=100
16320 On ch=1 n=76 v=100
16320 On ch=1 n=84 v=100
16320 On ch=1 n=88 v=100
16320 On ch=1 n=96 v=100
16320 On ch=1 n=100 v=100
16320 On ch=1 n=112 v=100
16440 Off ch=1 n=24 v=64
16440 Off ch=1 n=47 v=64
16440 Off ch=1 n=64 v=64
16440 Off ch=1 n=76 v=64
16440 Off ch=1 n=84 v=64
16440 Off ch=1 n=88 v=64
16440 Off ch=1 n=96 v=64
16440 Off ch=1 n=100 v=64
16440 Off ch=1 n=112 v=64
16560 On ch=1 n=31 v=100
16560 On ch=1 n=86 v=100
16560 On ch=1 n=98 v=100
16680 Off ch=1 n=31 v=64
16680 Off ch=1 n=86 v=64
16680 Off ch=1 n=98 v=64
16800 Off ch=1 n=106 v=64
16800 On ch=1 n=12 v=100
16800 On ch=1 n=24 v=100
16800 On ch=1 n=26 v=100
16800 On ch=1 n=31 v=100
16800 On ch=1 n=61 v=100
16800 On ch=1 n=73 v=100
16800 On ch=1 n=74 v=100
16800 On ch=1 n=85 v=100
16800 On ch=1 n=86 v=100
16800 On ch=1 n=96 v=100
16800 On ch=1 n=97 v=100
16800 On ch=1 n=98 v=100
16920 Off ch=1 n=12 v=64
16920 Off ch=1 n=24 v=64
16920 Off ch=1 n=26 v=64
16920 Off ch=1 n=31 v=64
16920 Off ch=1 n=61 v=64
16920 Off ch=1 n=73 v=64
16920 Off ch=1 n=74 v=64
16920 Off ch=1 n=85 v=64
16920 Off ch=1 n=86 v=64
16920 Off ch=1 n=96 v=64
16920 Off ch=1 n=97 v=64
16920 Off ch=1 n=98 v=64
17040 On ch=1 n=31 v=100
17040 On ch=1 n=74 v=100
17040 On ch=1 n=86 v=100
17040 On ch=1 n=98 v=100
17160 Off ch=1 n=31 v=64
17160 Off ch=1 n=74 v=64
17160 Off ch=1 n=86 v=64
17160 Off ch=1 n=98 v=64
17280 On ch=1 n=24 v=100
17280 On ch=1 n=31 v=100
17280 On ch=1 n=60 v=100
17280 On ch=1 n=72 v=100
17280 On ch=1 n=74 v=100
17280 On ch=1 n=84 v=100
17280 On ch=1 n=86 v=100
17280 On ch=1 n=96 v=100
17280 On ch=1 n=98 v=100
17400 Off ch=1 n=24 v=64
17400 Off ch=1 n=31 v=64
17400 Off ch=1 n=60 v=64
17400 Off ch=1 n=72 v=64
17400 Off ch=1 n=74 v=64
17400 Off ch=1 n=84 v=64
17400 Off ch=1 n=86 v=64
17400 Off ch=1 n=96 v=64
17400 Off ch=1 n=98 v=64
17520 On ch=1 n=31 v=100
17520 On ch=1 n=74 v=100
17520 On ch=1 n=86 v=100
17520 On ch=1 n=98 v=100
17640 Off ch=1 n=31 v=64
17640 Off ch=1 n=74 v=64
17640 Off ch=1 n=86 v=64
17640 Off ch=1 n=98 v=64
17760 On ch=1 n=24 v=100
17760 On ch=1 n=26 v=100
17760 On ch=1 n=31 v=100
17760 On ch=1 n=61 v=100
17760 On ch=1 n=73 v=100
17760 On ch=1 n=74 v=100
17760 On ch=1 n=85 v=100
17760 On ch=1 n=86 v=100
17760 On ch=1 n=96 v=100
17760 On ch=1 n=97 v=100
17760 On ch=1 n=98 v=100
17880 Off ch=1 n=24 v=64
17880 Off ch=1 n=26 v=64
17880 Off ch=1 n=31 v=64
17880 Off ch=1 n=61 v=64
17880 Off ch=1 n=73 v=64
17880 Off ch=1 n=74 v=64
17880 Off ch=1 n=85 v=64
17880 Off ch=1 n=86 v=64
17880 Off ch=1 n=96 v=64
17880 Off ch=1 n=97 v=64
17880 Off ch=1 n=98 v=64
18000 On ch=1 n=31 v=100
18000 On ch=1 n=74 v=100
18000 On ch=1 n=86 v=100
18000 On ch=1 n=98 v=100
18120 Off ch=1 n=31 v=64
18120 Off ch=1 n=74 v=64
18120 Off ch=1 n=86 v=64
18120 Off ch=1 n=98 v=64
18240 On ch=1 n=24 v=100
18240 On ch=1 n=31 v=100
18240 On ch=1 n=60 v=100
18240 On ch=1 n=74 v=100
18240 On ch=1 n=84 v=100
18240 On ch=1 n=86 v=100
18240 On ch=1 n=96 v=100
18240 On ch=1 n=98 v=100
18360 Off ch=1 n=24 v=64
18360 Off ch=1 n=31 v=64
18360 Off ch=1 n=60 v=64
18360 Off ch=1 n=74 v=64
18360 Off ch=1 n=84 v=64
18360 Off ch=1 n=86 v=64
18360 Off ch=1 n=96 v=64
18360 Off ch=1 n=98 v=64
18480 On ch=1 n=31 v=100
18480 On ch=1 n=74 v=100
18480 On ch=1 n=86 v=100
18480 On ch=1 n=98 v=100
18600 Off ch=1 n=31 v=64
18600 Off ch=1 n=74 v=64
18600 Off ch=1 n=86 v=64
18600 Off ch=1 n=98 v=64
18720 On ch=1 n=24 v=100
18720 On ch=1 n=26 v=100
18720 On ch=1 n=31 v=100
18720 On ch=1 n=61 v=100
18720 On ch=1 n=73 v=100
18720 On ch=1 n=74 v=100
18720 On ch=1 n=85 v=100
18720 On ch=1 n=86 v=100
18720 On ch=1 n=96 v=100
18720 On ch=1 n=97 v=100
18720 On ch=1 n=98 v=100
18840 Off ch=1 n=24 v=64
18840 Off ch=1 n=26 v=64
18840 Off ch=1 n=31 v=64
18840 Off ch=1 n=61 v=64
18840 Off ch=1 n=73 v=64
18840 Off ch=1 n=74 v=64
18840 Off ch=1 n=85 v=64
18840 Off ch=1 n=86 v=64
18840 Off ch=1 n=96 v=64
18840 Off ch=1 n=97 v=64
18840 Off ch=1 n=98 v=64
18960 On ch=1 n=31 v=100
18960 On ch=1 n=74 v=100
18960 On ch=1 n=86 v=100
18960 On ch=1 n=98 v=100
19080 Off ch=1 n=31 v=64
19080 Off ch=1 n=74 v=64
19080 Off ch=1 n=86 v=64
19080 Off ch=1 n=98 v=64
19200 On ch=1 n=24 v=100
19200 On ch=1 n=31 v=100
19200 On ch=1 n=60 v=100
19200 On ch=1 n=72 v=100
19200 On ch=1 n=74 v=100
19200 On ch=1 n=84 v=100
19200 On ch=1 n=86 v=100
19200 On ch=1 n=96 v=100
19200 On ch=1 n=98 v=100
19200 On ch=1 n=106 v=100
19200 On ch=1 n=120 v=100
19200 On ch=1 n=121 v=100
19200 On ch=1 n=122 v=100
19200 On ch=1 n=123 v=100
19200 On ch=1 n=124 v=100
19320 Off ch=1 n=24 v=64
19320 Off ch=1 n=31 v=64
19320 Off ch=1 n=60 v=64
19320 Off ch=1 n=72 v=64
19320 Off ch=1 n=74 v=64
19320 Off ch=1 n=84 v=64
19320 Off ch=1 n=86 v=64
19320 Off ch=1 n=96 v=64
19320 Off ch=1 n=98 v=64
19440 On ch=1 n=31 v=100
19440 On ch=1 n=74 v=100
19440 On ch=1 n=86 v=100
19440 On ch=1 n=98 v=100
19560 Off ch=1 n=31 v=64
19560 Off ch=1 n=74 v=64
19560 Off ch=1 n=86 v=64
19560 Off ch=1 n=98 v=64
19680 On ch=1 n=24 v=100
19680 On ch=1 n=26 v=100
19680 On ch=1 n=31 v=100
19680 On ch=1 n=61 v=100
19680 On ch=1 n=73 v=100
19680 On ch=1 n=74 v=100
19680 On ch=1 n=85 v=100
19680 On ch=1 n=86 v=100
19680 On ch=1 n=96 v=100
19680 On ch=1 n=97 v=100
19680 On ch=1 n=98 v=100
19800 Off ch=1 n=24 v=64
19800 Off ch=1 n=26 v=64
19800 Off ch=1 n=31 v=64
19800 Off ch=1 n=61 v=64
19800 Off ch=1 n=73 v=64
19800 Off ch=1 n=74 v=64
19800 Off ch=1 n=85 v=64
19800 Off ch=1 n=86 v=64
19800 Off ch=1 n=96 v=64
19800 Off ch=1 n=97 v=64
19800 Off ch=1 n=98 v=64
19920 On ch=1 n=47 v=100
19920 On ch=1 n=63 v=100
19920 On ch=1 n=75 v=100
19920 On ch=1 n=87 v=100
19920 On ch=1 n=99 v=100
19920 On ch=1 n=111 v=100
20040 Off ch=1 n=47 v=64
20040 Off ch=1 n=63 v=64
20040 Off ch=1 n=75 v=64
20040 Off ch=1 n=87 v=64
20040 Off ch=1 n=99 v=64
20040 Off ch=1 n=111 v=64
20160 On ch=1 n=24 v=100
20160 On ch=1 n=47 v=100
20160 On ch=1 n=64 v=100
20160 On ch=1 n=76 v=100
20160 On ch=1 n=84 v=100
20160 On ch=1 n=88 v=100
20160 On ch=1 n=96 v=100
20160 On ch=1 n=100 v=100
20160 On ch=1 n=112 v=100
20280 Off ch=1 n=24 v=64
20280 Off ch=1 n=47 v=64
20280 Off ch=1 n=64 v=64
20280 Off ch=1 n=76 v=64
20280 Off ch=1 n=84 v=64
20280 Off ch=1 n=88 v=64
20280 Off ch=1 n=96 v=64
20280 Off ch=1 n=100 v=64
20280 Off ch=1 n=112 v=64
20400 On ch=1 n=31 v=100
20400 On ch=1 n=86 v=100
20400 On ch=1 n=98 v=100
20520 Off ch=1 n=31 v=64
20520 Off ch=1 n=86 v=64
20520 Off ch=1 n=98 v=64
20640 On ch=1 n=24 v=100
20640 On ch=1 n=26 v=100
20640 On ch=1 n=31 v=100
20640 On ch=1 n=61 v=100
20640 On ch=1 n=73 v=100
20640 On ch=1 n=74 v=100
20640 On ch=1 n=85 v=100
20640 On ch=1 n=86 v=100
20640 On ch=1 n=96 v=100
20640 On ch=1 n=97 v=100
20640 On ch=1 n=98 v=100
20760 Off ch=1 n=24 v=64
20760 Off ch=1 n=26 v=64
20760 Off ch=1 n=31 v=64
20760 Off ch=1 n=61 v=64
20760 Off ch=1 n=73 v=64
20760 Off ch=1 n=74 v=64
20760 Off ch=1 n=85 v=64
20760 Off ch=1 n=86 v=64
20760 Off ch=1 n=96 v=64
20760 Off ch=1 n=97 v=64
20760 Off ch=1 n=98 v=64
20880 On ch=1 n=31 v=100
20880 On ch=1 n=74 v=100
20880 On ch=1 n=86 v=100
20880 On ch=1 n=98 v=100
21000 Off ch=1 n=31 v=64
21000 Off ch=1 n=74 v=64
21000 Off ch=1 n=86 v=64
21000 Off ch=1 n=98 v=64
21120 Off ch=1 n=105 v=64
21120 Off ch=1 n=120 v=64
21120 Off ch=1 n=121 v=64
21120 Off ch=1 n=122 v=64
21120 Off ch=1 n=123 v=64
21120 Off ch=1 n=124 v=64
21120 On ch=1 n=12 v=100
21120 On ch=1 n=24 v=100
21120 On ch=1 n=31 v=100
21120 On ch=1 n=60 v=100
21120 On ch=1 n=72 v=100
21120 On ch=1 n=74 v=100
21120 On ch=1 n=84 v=100
21120 On ch=1 n=86 v=100
21120 On ch=1 n=96 v=100
21120 On ch=1 n=98 v=100
21240 Off ch=1 n=12 v=64
21240 Off ch=1 n=24 v=64
21240 Off ch=1 n=31 v=64
21240 Off ch=1 n=60 v=64
21240 Off ch=1 n=72 v=64
21240 Off ch=1 n=74 v=64
21240 Off ch=1 n=84 v=64
21240 Off ch=1 n=86 v=64
21240 Off ch=1 n=96 v=64
21240 Off ch=1 n=98 v=64
21360 On ch=1 n=31 v=100
21360 On ch=1 n=74 v=100
21360 On ch=1 n=86 v=100
21360 On ch=1 n=98 v=100
21480 Off ch=1 n=31 v=64
21480 Off ch=1 n=74 v=64
21480 Off ch=1 n=86 v=64
21480 Off ch=1 n=98 v=64
21600 On ch=1 n=24 v=100
21600 On ch=1 n=26 v=100
21600 On ch=1 n=31 v=100
21600 On ch=1 n=61 v=100
21600 On ch=1 n=73 v=100
21600 On ch=1 n=74 v=100
21600 On ch=1 n=85 v=100
21600 On ch=1 n=86 v=100
21600 On ch=1 n=96 v=100
21600 On ch=1 n=97 v=100
21600 On ch=1 n=98 v=100
21720 Off ch=1 n=24 v=64
21720 Off ch=1 n=26 v=64
21720 Off ch=1 n=31 v=64
21720 Off ch=1 n=61 v=64
21720 Off ch=1 n=73 v=64
21720 Off ch=1 n=74 v=64
21720 Off ch=1 n=85 v=64
21720 Off ch=1 n=86 v=64
21720 Off ch=1 n=96 v=64
21720 Off ch=1 n=97 v=64
21720 Off ch=1 n=98 v=64
21840 On ch=1 n=31 v=100
21840 On ch=1 n=74 v=100
21840 On ch=1 n=86 v=100
21840 On ch=1 n=98 v=100
21960 Off ch=1 n=31 v=64
21960 Off ch=1 n=74 v=64
21960 Off ch=1 n=86 v=64
21960 Off ch=1 n=98 v=64
22080 On ch=1 n=24 v=100
22080 On ch=1 n=31 v=100
22080 On ch=1 n=60 v=100
22080 On ch=1 n=74 v=100
22080 On ch=1 n=84 v=100
22080 On ch=1 n=86 v=100
22080 On ch=1 n=96 v=100
22080 On ch=1 n=98 v=100
22200 Off ch=1 n=24 v=64
22200 Off ch=1 n=31 v=64
22200 Off ch=1 n=60 v=64
22200 Off ch=1 n=74 v=64
22200 Off ch=1 n=84 v=64
22200 Off ch=1 n=86 v=64
22200 Off ch=1 n=96 v=64
22200 Off ch=1 n=98 v=64
22320 On ch=1 n=31 v=100
22320 On ch=1 n=74 v=100
22320 On ch=1 n=86 v=100
22320 On ch=1 n=98 v=100
22440 Off ch=1 n=31 v=64
22440 Off ch=1 n=74 v=64
22440 Off ch=1 n=86 v=64
22440 Off ch=1 n=98 v=64
22560 On ch=1 n=24 v=100
22560 On ch=1 n=26 v=100
22560 On ch=1 n=31 v=100
22560 On ch=1 n=61 v=100
22560 On ch=1 n=73 v=100
22560 On ch=1 n=74 v=100
22560 On ch=1 n=85 v=100
22560 On ch=1 n=86 v=100
22560 On ch=1 n=96 v=100
22560 On ch=1 n=97 v=100
22560 On ch=1 n=98 v=100
22680 Off ch=1 n=24 v=64
22680 Off ch=1 n=26 v=64
22680 Off ch=1 n=31 v=64
22680 Off ch=1 n=61 v=64
22680 Off ch=1 n=73 v=64
22680 Off ch=1 n=74 v=64
22680 Off ch=1 n=85 v=64
22680 Off ch=1 n=86 v=64
22680 Off ch=1 n=96 v=64
22680 Off ch=1 n=97 v=64
22680 Off ch=1 n=98 v=64
22800 On ch=1 n=31 v=100
22800 On ch=1 n=74 v=100
22800 On ch=1 n=86 v=100
22800 On ch=1 n=98 v=100
22920 Off ch=1 n=31 v=64
22920 Off ch=1 n=74 v=64
22920 Off ch=1 n=86 v=64
22920 Off ch=1 n=98 v=64
23040 On ch=1 n=24 v=100
23040 On ch=1 n=31 v=100
23040 On ch=1 n=60 v=100
23040 On ch=1 n=72 v=100
23040 On ch=1 n=74 v=100
23040 On ch=1 n=84 v=100
23040 On ch=1 n=86 v=100
23040 On ch=1 n=96 v=100
23040 On ch=1 n=98 v=100
23040 On ch=1 n=105 v=100
23040 On ch=1 n=116 v=100
23160 Off ch=1 n=24 v=64
23160 Off ch=1 n=31 v=64
23160 Off ch=1 n=60 v=64
23160 Off ch=1 n=72 v=64
23160 Off ch=1 n=74 v=64
23160 Off ch=1 n=84 v=64
23160 Off ch=1 n=86 v=64
23160 Off ch=1 n=96 v=64
23160 Off ch=1 n=98 v=64
23280 On ch=1 n=31 v=100
23280 On ch=1 n=74 v=100
23280 On ch=1 n=86 v=100
23280 On ch=1 n=98 v=100
23400 Off ch=1 n=31 v=64
23400 Off ch=1 n=74 v=64
23400 Off ch=1 n=86 v=64
23400 Off ch=1 n=98 v=64
23520 On ch=1 n=24 v=100
23520 On ch=1 n=26 v=100
23520 On ch=1 n=31 v=100
23520 On ch=1 n=61 v=100
23520 On ch=1 n=73 v=100
23520 On ch=1 n=74 v=100
23520 On ch=1 n=85 v=100
23520 On ch=1 n=86 v=100
23520 On ch=1 n=96 v=100
23520 On ch=1 n=97 v=100
23520 On ch=1 n=98 v=100
23640 Off ch=1 n=24 v=64
23640 Off ch=1 n=26 v=64
23640 Off ch=1 n=31 v=64
23640 Off ch=1 n=61 v=64
23640 Off ch=1 n=73 v=64
23640 Off ch=1 n=74 v=64
23640 Off ch=1 n=85 v=64
23640 Off ch=1 n=86 v=64
23640 Off ch=1 n=96 v=64
23640 Off ch=1 n=97 v=64
23640 Off ch=1 n=98 v=64
23760 On ch=1 n=47 v=100
23760 On ch=1 n=63 v=100
23760 On ch=1 n=75 v=100
23760 On ch=1 n=87 v=100
23760 On ch=1 n=99 v=100
23760 On ch=1 n=111 v=100
23880 Off ch=1 n=47 v=64
23880 Off ch=1 n=63 v=64
23880 Off ch=1 n=75 v=64
23880 Off ch=1 n=87 v=64
23880 Off ch=1 n=99 v=64
23880 Off ch=1 n=111 v=64
24000 On ch=1 n=24 v=100
24000 On ch=1 n=47 v=100
24000 On ch=1 n=64 v=100
24000 On ch=1 n=76 v=100
24000 On ch=1 n=84 v=100
24000 On ch=1 n=88 v=100
24000 On ch=1 n=96 v=100
24000 On ch=1 n=100 v=100
24000 On ch=1 n=112 v=100
24120 Off ch=1 n=24 v=64
24120 Off ch=1 n=47 v=64
24120 Off ch=1 n=64 v=64
24120 Off ch=1 n=76 v=64
24120 Off ch=1 n=84 v=64
24120 Off ch=1 n=88 v=64
24120 Off ch=1 n=96 v=64
24120 Off ch=1 n=100 v=64
24120 Off ch=1 n=112 v=64
24240 On ch=1 n=31 v=100
24240 On ch=1 n=86 v=100
24240 On ch=1 n=98 v=100
24360 Off ch=1 n=31 v=64
24360 Off ch=1 n=86 v=64
24360 Off ch=1 n=98 v=64
24480 On ch=1 n=24 v=100
24480 On ch=1 n=26 v=100
24480 On ch=1 n=31 v=100
24480 On ch=1 n=61 v=100
24480 On ch=1 n=73 v=100
24480 On ch=1 n=74 v=100
24480 On ch=1 n=85 v=100
24480 On ch=1 n=86 v=100
24480 On ch=1 n=96 v=100
24480 On ch=1 n=97 v=100
24480 On ch=1 n=98 v=100
24600 Off ch=1 n=24 v=64
24600 Off ch=1 n=26 v=64
24600 Off ch=1 n=31 v=64
24600 Off ch=1 n=61 v=64
24600 Off ch=1 n=73 v=64
24600 Off ch=1 n=74 v=64
24600 Off ch=1 n=85 v=64
24600 Off ch=1 n=86 v=64
24600 Off ch=1 n=96 v=64
24600 Off ch=1 n=97 v=64
24600 Off ch=1 n=98 v=64
24720 On ch=1 n=31 v=100
24720 On ch=1 n=74 v=100
24720 On ch=1 n=86 v=100
24720 On ch=1 n=98 v=100
24840 Off ch=1 n=116 v=64
24840 Off ch=1 n=31 v=64
24840 Off ch=1 n=74 v=64
24840 Off ch=1 n=86 v=64
24840 Off ch=1 n=98 v=64
24960 Off ch=1 n=106 v=64
24960 On ch=1 n=12 v=100
24960 On ch=1 n=24 v=100
24960 On ch=1 n=31 v=100
24960 On ch=1 n=60 v=100
24960 On ch=1 n=72 v=100
24960 On ch=1 n=74 v=100
24960 On ch=1 n=84 v=100
24960 On ch=1 n=86 v=100
24960 On ch=1 n=96 v=100
24960 On ch=1 n=98 v=100
25080 Off ch=1 n=12 v=64
25080 Off ch=1 n=24 v=64
25080 Off ch=1 n=31 v=64
